sample,fastq_1,fastq_2,strandedness
SRR17736383,fastq/SRR17736383_1.fastq.gz,fastq/SRR17736383_3.fastq.gz,auto
SRR17736384,fastq/SRR17736384_1.fastq.gz,fastq/SRR17736384_3.fastq.gz,auto
SRR17736385,fastq/SRR17736385_1.fastq.gz,fastq/SRR17736385_3.fastq.gz,auto
SRR17736386,fastq/SRR17736386_1.fastq.gz,fastq/SRR17736386_3.fastq.gz,auto
SRR17736387,fastq/SRR17736387_1.fastq.gz,fastq/SRR17736387_3.fastq.gz,auto
SRR17736388,fastq/SRR17736388_1.fastq.gz,fastq/SRR17736388_3.fastq.gz,auto
SRR17736389,fastq/SRR17736389_1.fastq.gz,fastq/SRR17736389_3.fastq.gz,auto
SRR17736390,fastq/SRR17736390_1.fastq.gz,fastq/SRR17736390_3.fastq.gz,auto
SRR17736391,fastq/SRR17736391_1.fastq.gz,fastq/SRR17736391_3.fastq.gz,auto
SRR17736392,fastq/SRR17736392_1.fastq.gz,fastq/SRR17736392_3.fastq.gz,auto
SRR17736393,fastq/SRR17736393_1.fastq.gz,fastq/SRR17736393_3.fastq.gz,auto
SRR17736394,fastq/SRR17736394_1.fastq.gz,fastq/SRR17736394_3.fastq.gz,auto
SRR17736395,fastq/SRR17736395_1.fastq.gz,fastq/SRR17736395_3.fastq.gz,auto
SRR17736396,fastq/SRR17736396_1.fastq.gz,fastq/SRR17736396_3.fastq.gz,auto
SRR17736397,fastq/SRR17736397_1.fastq.gz,fastq/SRR17736397_3.fastq.gz,auto
SRR17736398,fastq/SRR17736398_1.fastq.gz,fastq/SRR17736398_3.fastq.gz,auto
SRR17736399,fastq/SRR17736399_1.fastq.gz,fastq/SRR17736399_3.fastq.gz,auto
SRR17736400,fastq/SRR17736400_1.fastq.gz,fastq/SRR17736400_3.fastq.gz,auto
SRR17736401,fastq/SRR17736401_1.fastq.gz,fastq/SRR17736401_3.fastq.gz,auto
SRR17736402,fastq/SRR17736402_1.fastq.gz,fastq/SRR17736402_3.fastq.gz,auto
SRR17736403,fastq/SRR17736403_1.fastq.gz,fastq/SRR17736403_3.fastq.gz,auto
SRR17736404,fastq/SRR17736404_1.fastq.gz,fastq/SRR17736404_3.fastq.gz,auto
SRR17736405,fastq/SRR17736405_1.fastq.gz,fastq/SRR17736405_3.fastq.gz,auto
SRR17736406,fastq/SRR17736406_1.fastq.gz,fastq/SRR17736406_3.fastq.gz,auto
SRR17736407,fastq/SRR17736407_1.fastq.gz,fastq/SRR17736407_3.fastq.gz,auto
SRR17736408,fastq/SRR17736408_1.fastq.gz,fastq/SRR17736408_3.fastq.gz,auto
SRR17736409,fastq/SRR17736409_1.fastq.gz,fastq/SRR17736409_3.fastq.gz,auto
SRR17736410,fastq/SRR17736410_1.fastq.gz,fastq/SRR17736410_3.fastq.gz,auto
SRR17736411,fastq/SRR17736411_1.fastq.gz,fastq/SRR17736411_3.fastq.gz,auto
SRR17736412,fastq/SRR17736412_1.fastq.gz,fastq/SRR17736412_3.fastq.gz,auto
SRR17736413,fastq/SRR17736413_1.fastq.gz,fastq/SRR17736413_3.fastq.gz,auto
SRR17736414,fastq/SRR17736414_1.fastq.gz,fastq/SRR17736414_3.fastq.gz,auto
SRR17736415,fastq/SRR17736415_1.fastq.gz,fastq/SRR17736415_3.fastq.gz,auto
SRR17736416,fastq/SRR17736416_1.fastq.gz,fastq/SRR17736416_3.fastq.gz,auto
SRR17736417,fastq/SRR17736417_1.fastq.gz,fastq/SRR17736417_3.fastq.gz,auto
SRR17736418,fastq/SRR17736418_1.fastq.gz,fastq/SRR17736418_3.fastq.gz,auto
SRR17736419,fastq/SRR17736419_1.fastq.gz,fastq/SRR17736419_3.fastq.gz,auto
SRR17736420,fastq/SRR17736420_1.fastq.gz,fastq/SRR17736420_3.fastq.gz,auto
SRR17736421,fastq/SRR17736421_1.fastq.gz,fastq/SRR17736421_3.fastq.gz,auto
SRR17736422,fastq/SRR17736422_1.fastq.gz,fastq/SRR17736422_3.fastq.gz,auto
SRR17736423,fastq/SRR17736423_1.fastq.gz,fastq/SRR17736423_3.fastq.gz,auto
SRR17736424,fastq/SRR17736424_1.fastq.gz,fastq/SRR17736424_3.fastq.gz,auto
SRR17736425,fastq/SRR17736425_1.fastq.gz,fastq/SRR17736425_3.fastq.gz,auto
SRR17736426,fastq/SRR17736426_1.fastq.gz,fastq/SRR17736426_3.fastq.gz,auto
SRR17736427,fastq/SRR17736427_1.fastq.gz,fastq/SRR17736427_3.fastq.gz,auto
SRR17736428,fastq/SRR17736428_1.fastq.gz,fastq/SRR17736428_3.fastq.gz,auto
SRR17736429,fastq/SRR17736429_1.fastq.gz,fastq/SRR17736429_3.fastq.gz,auto
SRR17736430,fastq/SRR17736430_1.fastq.gz,fastq/SRR17736430_3.fastq.gz,auto
SRR17736431,fastq/SRR17736431_1.fastq.gz,fastq/SRR17736431_3.fastq.gz,auto
SRR17736432,fastq/SRR17736432_1.fastq.gz,fastq/SRR17736432_3.fastq.gz,auto
SRR17736433,fastq/SRR17736433_1.fastq.gz,fastq/SRR17736433_3.fastq.gz,auto
SRR17736434,fastq/SRR17736434_1.fastq.gz,fastq/SRR17736434_3.fastq.gz,auto
SRR17736435,fastq/SRR17736435_1.fastq.gz,fastq/SRR17736435_3.fastq.gz,auto
SRR17736436,fastq/SRR17736436_1.fastq.gz,fastq/SRR17736436_3.fastq.gz,auto
SRR17736437,fastq/SRR17736437_1.fastq.gz,fastq/SRR17736437_3.fastq.gz,auto
SRR17736438,fastq/SRR17736438_1.fastq.gz,fastq/SRR17736438_3.fastq.gz,auto
SRR17736439,fastq/SRR17736439_1.fastq.gz,fastq/SRR17736439_3.fastq.gz,auto
SRR17736440,fastq/SRR17736440_1.fastq.gz,fastq/SRR17736440_3.fastq.gz,auto
SRR17736441,fastq/SRR17736441_1.fastq.gz,fastq/SRR17736441_3.fastq.gz,auto
SRR17736442,fastq/SRR17736442_1.fastq.gz,fastq/SRR17736442_3.fastq.gz,auto
SRR17736443,fastq/SRR17736443_1.fastq.gz,fastq/SRR17736443_3.fastq.gz,auto
SRR17736444,fastq/SRR17736444_1.fastq.gz,fastq/SRR17736444_3.fastq.gz,auto
SRR17736445,fastq/SRR17736445_1.fastq.gz,fastq/SRR17736445_3.fastq.gz,auto
SRR17736446,fastq/SRR17736446_1.fastq.gz,fastq/SRR17736446_3.fastq.gz,auto
SRR17736447,fastq/SRR17736447_1.fastq.gz,fastq/SRR17736447_3.fastq.gz,auto
SRR17736448,fastq/SRR17736448_1.fastq.gz,fastq/SRR17736448_3.fastq.gz,auto
SRR17736449,fastq/SRR17736449_1.fastq.gz,fastq/SRR17736449_3.fastq.gz,auto
SRR17736450,fastq/SRR17736450_1.fastq.gz,fastq/SRR17736450_3.fastq.gz,auto
SRR17736451,fastq/SRR17736451_1.fastq.gz,fastq/SRR17736451_3.fastq.gz,auto
SRR17736452,fastq/SRR17736452_1.fastq.gz,fastq/SRR17736452_3.fastq.gz,auto
SRR17736453,fastq/SRR17736453_1.fastq.gz,fastq/SRR17736453_3.fastq.gz,auto
SRR17736454,fastq/SRR17736454_1.fastq.gz,fastq/SRR17736454_3.fastq.gz,auto
SRR17736455,fastq/SRR17736455_1.fastq.gz,fastq/SRR17736455_3.fastq.gz,auto
SRR17736456,fastq/SRR17736456_1.fastq.gz,fastq/SRR17736456_3.fastq.gz,auto
SRR17736457,fastq/SRR17736457_1.fastq.gz,fastq/SRR17736457_3.fastq.gz,auto
SRR17736458,fastq/SRR17736458_1.fastq.gz,fastq/SRR17736458_3.fastq.gz,auto
SRR17736459,fastq/SRR17736459_1.fastq.gz,fastq/SRR17736459_3.fastq.gz,auto
SRR17736460,fastq/SRR17736460_1.fastq.gz,fastq/SRR17736460_3.fastq.gz,auto
SRR17736461,fastq/SRR17736461_1.fastq.gz,fastq/SRR17736461_3.fastq.gz,auto
SRR17736462,fastq/SRR17736462_1.fastq.gz,fastq/SRR17736462_3.fastq.gz,auto
SRR17736463,fastq/SRR17736463_1.fastq.gz,fastq/SRR17736463_3.fastq.gz,auto
SRR17736464,fastq/SRR17736464_1.fastq.gz,fastq/SRR17736464_3.fastq.gz,auto
SRR17736465,fastq/SRR17736465_1.fastq.gz,fastq/SRR17736465_3.fastq.gz,auto
SRR17736466,fastq/SRR17736466_1.fastq.gz,fastq/SRR17736466_3.fastq.gz,auto
SRR17736467,fastq/SRR17736467_1.fastq.gz,fastq/SRR17736467_3.fastq.gz,auto
SRR17736468,fastq/SRR17736468_1.fastq.gz,fastq/SRR17736468_3.fastq.gz,auto
SRR17736469,fastq/SRR17736469_1.fastq.gz,fastq/SRR17736469_3.fastq.gz,auto
SRR17736470,fastq/SRR17736470_1.fastq.gz,fastq/SRR17736470_3.fastq.gz,auto
SRR17736471,fastq/SRR17736471_1.fastq.gz,fastq/SRR17736471_3.fastq.gz,auto
SRR17736472,fastq/SRR17736472_1.fastq.gz,fastq/SRR17736472_3.fastq.gz,auto
SRR17736473,fastq/SRR17736473_1.fastq.gz,fastq/SRR17736473_3.fastq.gz,auto
SRR17736474,fastq/SRR17736474_1.fastq.gz,fastq/SRR17736474_3.fastq.gz,auto
SRR17736475,fastq/SRR17736475_1.fastq.gz,fastq/SRR17736475_3.fastq.gz,auto
SRR17736476,fastq/SRR17736476_1.fastq.gz,fastq/SRR17736476_3.fastq.gz,auto
SRR17736477,fastq/SRR17736477_1.fastq.gz,fastq/SRR17736477_3.fastq.gz,auto
SRR17736478,fastq/SRR17736478_1.fastq.gz,fastq/SRR17736478_3.fastq.gz,auto
SRR17736479,fastq/SRR17736479_1.fastq.gz,fastq/SRR17736479_3.fastq.gz,auto
SRR17736480,fastq/SRR17736480_1.fastq.gz,fastq/SRR17736480_3.fastq.gz,auto
SRR17736481,fastq/SRR17736481_1.fastq.gz,fastq/SRR17736481_3.fastq.gz,auto
SRR17736482,fastq/SRR17736482_1.fastq.gz,fastq/SRR17736482_3.fastq.gz,auto
SRR17736483,fastq/SRR17736483_1.fastq.gz,fastq/SRR17736483_3.fastq.gz,auto
SRR17736484,fastq/SRR17736484_1.fastq.gz,fastq/SRR17736484_3.fastq.gz,auto
SRR17736485,fastq/SRR17736485_1.fastq.gz,fastq/SRR17736485_3.fastq.gz,auto
SRR17736486,fastq/SRR17736486_1.fastq.gz,fastq/SRR17736486_3.fastq.gz,auto
SRR17736487,fastq/SRR17736487_1.fastq.gz,fastq/SRR17736487_3.fastq.gz,auto
SRR17736488,fastq/SRR17736488_1.fastq.gz,fastq/SRR17736488_3.fastq.gz,auto
SRR17736489,fastq/SRR17736489_1.fastq.gz,fastq/SRR17736489_3.fastq.gz,auto
SRR17736490,fastq/SRR17736490_1.fastq.gz,fastq/SRR17736490_3.fastq.gz,auto
SRR17736491,fastq/SRR17736491_1.fastq.gz,fastq/SRR17736491_3.fastq.gz,auto
SRR17736492,fastq/SRR17736492_1.fastq.gz,fastq/SRR17736492_3.fastq.gz,auto
SRR17736493,fastq/SRR17736493_1.fastq.gz,fastq/SRR17736493_3.fastq.gz,auto
SRR17736494,fastq/SRR17736494_1.fastq.gz,fastq/SRR17736494_3.fastq.gz,auto
SRR17736495,fastq/SRR17736495_1.fastq.gz,fastq/SRR17736495_3.fastq.gz,auto
SRR17736496,fastq/SRR17736496_1.fastq.gz,fastq/SRR17736496_3.fastq.gz,auto
SRR17736497,fastq/SRR17736497_1.fastq.gz,fastq/SRR17736497_3.fastq.gz,auto
SRR17736498,fastq/SRR17736498_1.fastq.gz,fastq/SRR17736498_3.fastq.gz,auto
SRR17736499,fastq/SRR17736499_1.fastq.gz,fastq/SRR17736499_3.fastq.gz,auto
SRR17736500,fastq/SRR17736500_1.fastq.gz,fastq/SRR17736500_3.fastq.gz,auto
SRR17736501,fastq/SRR17736501_1.fastq.gz,fastq/SRR17736501_3.fastq.gz,auto
SRR17736502,fastq/SRR17736502_1.fastq.gz,fastq/SRR17736502_3.fastq.gz,auto
SRR17736503,fastq/SRR17736503_1.fastq.gz,fastq/SRR17736503_3.fastq.gz,auto
SRR17736504,fastq/SRR17736504_1.fastq.gz,fastq/SRR17736504_3.fastq.gz,auto
SRR17736505,fastq/SRR17736505_1.fastq.gz,fastq/SRR17736505_3.fastq.gz,auto
SRR17736506,fastq/SRR17736506_1.fastq.gz,fastq/SRR17736506_3.fastq.gz,auto
SRR17736507,fastq/SRR17736507_1.fastq.gz,fastq/SRR17736507_3.fastq.gz,auto
SRR17736508,fastq/SRR17736508_1.fastq.gz,fastq/SRR17736508_3.fastq.gz,auto
SRR17736509,fastq/SRR17736509_1.fastq.gz,fastq/SRR17736509_3.fastq.gz,auto
SRR17736510,fastq/SRR17736510_1.fastq.gz,fastq/SRR17736510_3.fastq.gz,auto
SRR17736511,fastq/SRR17736511_1.fastq.gz,fastq/SRR17736511_3.fastq.gz,auto
SRR17736512,fastq/SRR17736512_1.fastq.gz,fastq/SRR17736512_3.fastq.gz,auto
SRR17736513,fastq/SRR17736513_1.fastq.gz,fastq/SRR17736513_3.fastq.gz,auto
SRR17736514,fastq/SRR17736514_1.fastq.gz,fastq/SRR17736514_3.fastq.gz,auto
SRR17736515,fastq/SRR17736515_1.fastq.gz,fastq/SRR17736515_3.fastq.gz,auto
SRR17736516,fastq/SRR17736516_1.fastq.gz,fastq/SRR17736516_3.fastq.gz,auto
SRR17736517,fastq/SRR17736517_1.fastq.gz,fastq/SRR17736517_3.fastq.gz,auto
SRR17736518,fastq/SRR17736518_1.fastq.gz,fastq/SRR17736518_3.fastq.gz,auto
SRR17736519,fastq/SRR17736519_1.fastq.gz,fastq/SRR17736519_3.fastq.gz,auto
SRR17736520,fastq/SRR17736520_1.fastq.gz,fastq/SRR17736520_3.fastq.gz,auto
SRR17736521,fastq/SRR17736521_1.fastq.gz,fastq/SRR17736521_3.fastq.gz,auto
SRR17736522,fastq/SRR17736522_1.fastq.gz,fastq/SRR17736522_3.fastq.gz,auto
